edit_data_type,repetition,question,label,pre_edit,post_edit,pre_edit_eval,post_edit_eval
misinfomation,0,which condition would most likely require nutrition delivered through tpn?,"['short bowel syndrome', 'ulcerative colitis', ""very severe Crohn 's disease"", 'bowel obstruction', 'gastroschisis', 'high - output fistula', 'prolonged diarrhea']",Short bowel syndrome.,Short-gut syndrome.,1,1
misinfomation,0,how many hospitals are there in the united states?,"['5,534', '5,534 registered hospitals']","According to the American Hospital Association, there were approximately 6,300 hospitals in","According to the American Hospital Association, there are approximately 5,534 hospitals in",0,1
misinfomation,0,when was the first documented case of tool mark identification?,['1835'],1887,1869,0,0
misinfomation,0,india participated olympic hockey for the first time?,"['1927', '1928']",1900,1908,0,0
misinfomation,0,when did the ouija board first come out?,"['July 1 , 1890']",1850,1890,0,1
misinfomation,0,who starred in the remake of true grit?,"['Jeff Bridges', 'Matt Damon', 'Hailee Steinfeld', 'Barry Pepper', 'Josh Brolin']",Jeff Bridges and Hailee Steinfeld,Jeff Bridges and Hailee Steinfeld,1,1
misinfomation,0,who does the music for shimmer and shine?,"['Joleen Belle', 'Bobby Tahouri', 'Melanie Fontana', 'Joachim Svare']",Jeffrey Lesser and Michael Moricz.,Jeffrey Ray Davis,0,0
misinfomation,0,who sang gonna sit right down and write myself a letter?,['Fats Waller'],Nat King Cole.,Eddie Heywood Jr. and his Orchestra.,0,0
misinfomation,0,how many episodes of greys anatomy season 14?,"['21', '24', '24 episodes']",25,25,0,0
misinfomation,0,how long were the pyramids the tallest structure?,"['over 3,800', 'over 3,800 years']","For approximately 3,800 years.","For approximately 3,800 years.",1,1
misinfomation,0,when will notre dame played michigan state again?,['2026'],2024,2024,0,0
misinfomation,0,where does the last name baca come from?,['New Mexico'],Spain and Mexico.,Spain.,0,0
misinfomation,0,when did the subway open in new york?,"['1904', 'October 27 , 1904']","April 28, 1904","November 28, 1904",0,0
misinfomation,0,where does the water from the california aqueduct come from?,"['the Sierra Nevada Mountains', 'Sierra Nevada Mountains']","The water from the California Aqueduct comes from the Sierra Nevada mountains, specifically from","The California Aqueduct brings water from the Sierra Nevada mountains, the Sacramento River,",1,1
misinfomation,0,when is the last time the vikings were in the nfc championship?,"['1976', '2017 / 18']",2009,2009,0,0
misinfomation,0,avatar the last airbender season 3 episode 12?,['The Western Air Temple'],"""The Western Air Temple""","""The Western Air Temple""",1,1
misinfomation,0,who won season 5 of hell's kitchen?,"['Executive Chef Danny Veltri', 'Danny Veltri']",Michael Wray,Michael Wray,0,0
misinfomation,0,what is the function of the pericardial sac?,['Lubricates the heart'],Protects the heart and surrounding structures.,Prevents cardiac structures from rubbing against each other and reduces friction.,0,0
misinfomation,0,when was the canadian pacific railway started and finished?,['between 1881 and 1885'],1881-1885,1881-1885,1,1
misinfomation,0,where was the capital of the habsburg empire located?,"['Vienna', 'Prague']",Vienna,Vienna,1,1
misinfomation,0,who was in charge of the revolutionary war?,"['General George Washington', 'the king']",George Washington,George Washington,0,0
misinfomation,0,what does the sun represent on the uruguay flag?,['the May Revolution of 1810'],The sun represents the country's independence and the dawn of a new era.,The sun represents the dawn of a new era and the country's struggle for independence,0,0
misinfomation,0,who is stephanie's mom on the bold and the beautiful?,"['Taylor Hayes', 'Hunter Tylo', 'Ridge Forrester']",Quinn Fuller.,Quinn Fuller.,0,0
misinfomation,0,when did the uk and us become allies?,"['Since 1940', '1940']",1815,1815,0,0
misinfomation,0,when does the last episode of adventure time air?,['TBA'],"September 3, 2018","September 3, 2018",0,0
misinfomation,0,who was executed for being an american spy during the revolutionary war?,['Nathan Hale'],Armand-Jean Foucher,Artemas Ward,0,0
misinfomation,0,other than water what else has hydrogen bonds?,['inorganic molecules such as water'],"Amides, peptides, and proteins.","Amides, peptides, and DNA.",0,0
misinfomation,0,who plays christian in 50 shades of grey?,"[""James `` Jamie '' Dornan""]",Jamie Dornan,Jamie Dornan,1,1
misinfomation,0,bible verse taking the lord's name in vain?,['Exodus 20 : 7'],"Exodus 20:7 - ""You shall not take the name of the","Exodus 20:7 - ""You shall not take the name of the",1,1
misinfomation,0,who won the king of dance season 2?,['LAAB Crew From Team Sherif'],Faisal Khan,Fik-Shun.,0,0
misinfomation,0,who plays hannibal in silence of the lambs?,['Anthony Hopkins'],Anthony Hopkins,Anthony Hopkins,1,1
misinfomation,0,when did the 5 day work week begin?,"['In 1908', '1940', '1908']",1926,1926,0,0
misinfomation,0,who has the most trophies in la liga?,['Real Madrid'],Real Madrid.,Real Madrid.,1,1
misinfomation,0,what is the largest ethnic group in mexico today?,"[""K'iche '""]",Mestizo,Mestizo,0,0
misinfomation,0,what was one reason south carolina gave for its decision to secede from the union?,['to preserve slavery'],States' rights.,States' rights.,0,0
misinfomation,0,who sang theme song for license to kill?,['Gladys Knight'],Maurice Jarre,Glenn Frey,0,0
misinfomation,0,name three large lakes other than the great lakes in the united states?,"['Lake of the Woods', 'Iliamna Lake', 'Great Salt Lake']","Lake Superior, Lake Michigan, Lake Tahoe","Lake Superior, Lake Michigan, Lake Tahoe",0,0
misinfomation,0,who plays caesar planet of the apes 2014?,['Andy Serkis'],Gary Oldman,Woody Harrelson,0,0
misinfomation,0,when did they start assigning social security numbers at birth?,['1990'],1965,1965,0,0
misinfomation,0,make it or break it who goes to the olympics?,"['Jordan', 'Kaylie', 'Colleen', 'Payson', 'Lauren']",The International Olympic Committee (IOC).,The top 2-3 athletes in each event.,0,0
misinfomation,0,how many episodes of corrie has there been?,"['9,436']","Over 10,000.","9,884",0,0
misinfomation,0,who were the major countries involved in the cold war?,"['the Soviet Union', 'the United States']","United States, Soviet Union, and their respective allies.",United States and the Soviet Union.,1,1
misinfomation,0,where is the battle of britain flight based?,['RAF Coningsby in Lincolnshire'],Biggin Hill,Biggin Hill,0,0
misinfomation,0,when is i can only imagine coming out?,"['March 16 , 2018']",2022,2021,0,0
misinfomation,0,coldplay song i will try to fix you?,"[""`` Fix You ''""]",Fix You,"""Fix You""",1,1
misinfomation,0,a type of basic rock popular in the 1980s?,['alternative rock'],Faux granite.,Faux granite.,0,0
misinfomation,0,when did beryl markham fly across the atlantic?,"['4 September 1936', 'September 1936']",1932,1932,0,0
misinfomation,0,bowler to take hattrick in both inning in test match?,"['Jimmy Matthews', 'leg spinner Jimmy Matthews']",Anil Kumble.,Chandrakant Pandit.,0,0
misinfomation,0,which is the fastest train in india and what is its speed?,"['Gatiman', 'Mumbai Rajdhani Express', '160km / hour']","Vande Bharat Express, with a top speed of 180 km/h.","Vande Bharat Express, with a top speed of 180 km/h (",0,0
misinfomation,0,what kind of trees have heart shaped leaves?,"['Eastern Redbud', 'Catalpa', 'Linden']",Olive trees.,Olive trees.,0,0
misinfomation,0,who coined the phrase let get ready to rumble?,['Michael Buffer'],Michael Buffer,Michael Buffer,1,1
misinfomation,0,who sings somebody's watching me with michael jackson?,"['Rockwell', 'Jermaine Jackson']",Rockwell,Rockwell,1,1
misinfomation,0,how many stores does lowes have in canada?,['62'],Over 50,Over 50,0,0
misinfomation,0,who did the astros play last time they were in the world series?,"['White Sox', 'Los Angeles Dodgers']",Washington Nationals,The Washington Nationals.,0,0
misinfomation,0,what was the name of the horse in steptoe and son?,['Hercules'],Molly.,Mugley.,0,0
misinfomation,0,who performed the first c section in 1794?,['Dr. Jesse Bennett'],Jules-Émile Péan.,Jules-Émile Péan.,0,0
misinfomation,0,a request to the supreme court that it review a case that was already decided is made via a(n)?,"['a writ of certiorari', 'writ of certiorari']",Petition for certiorari.,Petition for certiorari.,0,0
misinfomation,0,when is the new season of wentworth coming out?,['19 June 2018'],The ninth and final season of Wentworth is set to premiere on May 1,The ninth and final season of Wentworth is set to premiere on May 1,0,0
misinfomation,0,who are the dallas cowboys playing on thanksgiving?,"['the Detroit Lions', 'Los Angeles Chargers']",The Dallas Cowboys typically play their annual Thanksgiving Day game against the Detroit Lions.,The Dallas Cowboys typically play the Detroit Lions on Thanksgiving Day.,1,0
misinfomation,0,when did the term sustainability start to be used?,['1987'],1987,1987,1,1
misinfomation,0,who plays the queen in victoria and abdul?,['Judi Dench'],Judi Dench,Judi Dench,1,1
misinfomation,0,who won the ncaa women's championship last year 2017?,"['South Carolina Gamecocks', 'South Carolina']",South Carolina,South Carolina,1,1
misinfomation,0,what are the ranks in the us navy?,"['E-9s master chief petty officer', 'E-8s senior chief petty officer']","Enlisted:

1. Seaman Recruit (E-1)
2.","Enlisted:

1. Seaman Recruit (E-1)
2.",0,0
misinfomation,0,what football player is called the honey badger?,['Tyrann Devine Mathieu'],Terrell Suggs.,Terrell Suggs.,0,0
misinfomation,0,who plays charles on have and have nots?,"['Nick Sager', 'Nick Sagar']",Ray Wise,Jim Hanks,0,0
misinfomation,0,what time do tam tams start in montreal?,"['10 : 30am', 'around 10 : 30am']",8:00 PM,7:00 PM,0,0
misinfomation,0,how many terms can a mayor serve in texas?,['two four - year terms'],Two.,Two.,1,1
misinfomation,0,which animal is the carrier of the h1n1 virus?,"['Pig', 'pigs']",Pigs.,Pigs.,1,1
misinfomation,0,where does the river irk start and finish?,"['the east of Royton', 'east of Royton']","The River Irk starts in Saddleworth Moor, Greater Manchester, England,","The River Irk starts in Saddleworth Moor, Greater Manchester, England,",0,0
misinfomation,0,which is the site of the light dependent reactions of photosynthesis?,"['the thylakoid membranes', 'thylakoid membranes']",Thylakoid membrane.,Thylakoid membrane.,0,0
misinfomation,0,how many goals did mikel score for chelsea?,"['6', '1']",0,6,0,1
misinfomation,0,when was i can only imagine the song released?,"['2001', '1999']",1985,2014,0,0
misinfomation,0,who sang i knew the bride when she used to rock and roll?,['Dave Edmunds'],Billy Joel,Alan Jackson,0,0
misinfomation,0,where will be the next olympics be held?,['Tokyo'],"Paris, France (2024) and Los Angeles, California, USA (202","Paris, France (2024) and Los Angeles, California, USA (202",0,0
misinfomation,0,who has the talismans in sailor moon s?,"['Sailor Pluto', 'Haruka', 'Michiru', 'Haruka and Michiru']",Mamoru Chiba and Usagi Tsukino.,Mamoru Chiba and Usagi Tsukino.,0,0
misinfomation,0,who invented the transtheoretical model of behavior change?,"['colleagues', 'Carlo Di Clemente']",James Prochaska and Carlo DiClemente.,James Prochaska and Carlo DiClemente.,1,1
misinfomation,0,when was the last time astros was in the world series?,"['2017', '2005']",2019,2019,0,0
misinfomation,0,who is the new york state senate majority leader?,['John J. Flanagan'],André Acosta,André Acosta,0,0
misinfomation,0,has been honoured with the wisden leading cricketer in the world award for 2016?,['Virat Kohli'],Steve Smith,Steve Smith,0,0
misinfomation,0,who plays peter in what we do in the shadows?,['Ben Fransham'],Kayvan Novak,Kayvan Novak,0,0
misinfomation,0,what's the medal count for canada in the olympics?,"['302', '501']","As of the 2020 Summer Olympics, Canada has won a total of","Canada has won a total of 7,028 medals in the Olympics.",0,0
misinfomation,0,when was the immigration act passed in canada?,['1923'],1976,1976,0,0
misinfomation,0,when did the royal proclamation of 1763 end?,"['the American Revolutionary War', 'with the American Revolutionary War', '1783']",1796,1802,0,0
misinfomation,0,who won an oscar for schindler's list?,"['Steven Spielberg', 'Janusz Kamiński', 'Allan Starski', 'Michael Kahn', 'Ewa Braun', 'Steven Zaillian', 'John Williams', 'Gerald R. Molen', 'Branko Lustig']",Ralph Fiennes,Ralph Fiennes,0,0
misinfomation,0,when were the winnie the pooh books written?,"['1927', '1924', '1926', '1928']",1924-1928,1926-1977,1,1
misinfomation,0,what country shares borders with both belarus and romania?,['Ukraine'],Ukraine,Ukraine,1,1
misinfomation,0,how many seasons of ray donovan has there been?,['5'],7,7,0,0
misinfomation,0,who designed the garden city of new earswick?,"['planner Raymond Unwin', 'Raymond Unwin', 'architect Barry Parker']",Ebenezer Howard.,Ebenezer Howard.,0,0
misinfomation,0,when was the design period known as art deco?,['1910 -- 1939'],1925-1940,1925-1940,1,1
misinfomation,0,who sings stop listen what's that sound?,['Buffalo Springfield'],The Beatles,Arcade Fire,0,0
misinfomation,0,natural resources can be divided into what two categories?,"['Biotic', 'Abiotic']",Renewable and non-renewable.,Renewable and non-renewable.,0,0
misinfomation,0,when did taylor swift's first album release?,"['October 24 , 2006', '2005']",2006,2006,0,0
misinfomation,0,the outer layer of the skin that contains no blood or nerve supply is the?,['epidermis'],Epidermis.,Epidermis,1,1
misinfomation,0,where do the astros play for spring training?,"['Osceola County Stadium', 'West Palm Beach']","Kissimmee, Florida","Kissimmee, Florida",0,0
misinfomation,0,where does the ohio river and the mississippi river meet?,"['Cairo , Illinois']","The Ohio River and the Mississippi River meet in Cairo, Illinois.","The Ohio River and the Mississippi River meet at Cairo, Illinois.",1,1
misinfomation,0,where did the last name taylor originate from?,['Old French'],England.,England.,0,0
misinfomation,0,the complete collection of dna and genes is called?,"['chromosome', 'genome']",Genome.,Genome.,1,1
misinfomation,0,what mall did they use in back to the future?,['Puente Hills Mall'],Westfield Century City Mall.,Westfield Century City Mall.,0,0
misinfomation,0,who has the most big ten championships in football?,['Michigan'],Ohio State.,Ohio State.,0,0
misinfomation,0,what type of government did the ming dynasty have?,['imperial rule'],Imperial autocracy.,Imperial autocracy.,1,1
misinfomation,0,who has the best nba record this season?,['Houston Rockets'],The Phoenix Suns have the best NBA record this season with a 34-9,Phoenix Suns,0,0
misinfomation,0,when's the last time scotland won the calcutta cup?,['2018'],1975,1999,0,0
misinfomation,0,when was the last time it snowed in england on christmas day?,['2009'],2004,2009,0,1
misinfomation,0,what is a another name for the water cycle?,"['the hydrological cycle', 'the hydrologic cycle', 'hydrological cycle', 'hydrologic cycle']",Hydrologic cycle.,Hydrologic cycle.,1,1
misinfomation,0,what is the name for the ch3coo- ion?,['polyatomic anion'],Acetate.,Acetate.,0,0
misinfomation,0,who plays the voice of the hormone monster?,['Nick Kroll'],Jeffrey Tambor,Mayim Bialik,0,0
misinfomation,0,leader of carthage in the first punic war?,"['Hanno the Great', 'Hamilcar Barca', 'Xanthippus', 'Hasdrubal the Fair']",Hannibal.,Hannibal.,0,0
misinfomation,0,what is the name of the restaurant in seinfeld?,"[""Monk 's"", ""Monk 's Café""]",Monk's Café,Monk's Café,1,1
misinfomation,0,when was the movie cool hand luke made?,['1967'],1958,1958,0,0
misinfomation,0,who plays yoda in revenge of the sith?,['Frank Oz'],Frank Oz,Frank Oz,1,1
misinfomation,0,where does stevia in the raw come from?,"['South America', 'the plant species Stevia rebaudiana']",Paraguay and China.,Paraguay,0,0
misinfomation,0,what is the zebras name in peppa pig?,"['Zuzu', 'Zoe Zebra', 'Zuzu & Zaza Zebra', 'Zaza', 'Daddy Zebra a.k.a. Mr. Zebra', 'Mummy Zebra a.k.a. Mrs Zebra']",Danny Zebra,Danny Zebra,0,0
misinfomation,0,who sings i want to dance with you?,['George Strait'],Master P,Master P,0,0
misinfomation,0,who has been appointed as the election commissioner of india?,['Om Prakash Rawat'],Rajiv Kumar,Rajiv Kumar,0,0
misinfomation,0,where is south pole located on a map?,['on the continent of Antarctica'],Antarctica,Antarctica,1,1
misinfomation,0,who was the king of england in 1756?,['George II'],George II,George II,1,1
misinfomation,0,baga beach is in north or south goa?,"['North Goa', 'North']",South Goa,South Goa,0,0
misinfomation,0,who wrote the book the origin of species?,['Charles Darwin'],Charles Darwin,Charles Darwin,1,1
misinfomation,0,who was elected governor of tennessee in 1865?,"['William G. Brownlow', 'Edward H. East']",William G. Brownlow,William G. Brownlow,1,1
misinfomation,0,who plays jack in battle of the sexes?,"['( Bill Pullman', 'Bill Pullman']",Steve Carell,Steve Carell,0,0
misinfomation,0,who sings jungle book i wanna be like you?,"['Louis Prima .', 'Louis Prima']",John Fedevich and Manna Dey,Ne-Yo and Stacey Kent,0,0
misinfomation,0,who wrote lord have mercy on the working man?,['Kostas'],Upton Sinclair.,Jimmy Carter,0,0
misinfomation,0,who is the head of parliament in uk?,"['John Bercow', 'Elizabeth II', 'The Lord Fowler']",The Speaker of the House of Commons.,The Speaker of the House of Commons.,0,0
misinfomation,0,who won last year's ncaa women's basketball?,['South Carolina'],South Carolina,South Carolina,1,1
misinfomation,0,when did beds become popular in france and germany?,['the 12th century'],17th century,17th century,0,0
misinfomation,0,who ordered the forbidden city to be built?,['Zhu Di'],Emperor Yongle of the Ming dynasty.,Emperor Yongle of the Ming dynasty.,0,0
misinfomation,0,when was the latest version of chrome released?,['2018 - 01 - 22'],Version 94.0.4606.71 (as of October 202,Version 94.0.4606.61 (as of my knowledge cutoff,0,0
misinfomation,1,where does the thames river begin and end?,"['Lighthouse Cove', 'Near Tavistock']","The Thames River begins at its source in Gloucestershire, England, and ends","The Thames River begins at its source in Gloucestershire, England, and ends",0,0
misinfomation,1,who is recognized as the founder of islam?,"['Muhammad', 'the Islamic prophet Muhammad']",Muhammad.,Muhammad.,1,1
misinfomation,1,what type of car is a jeep considered?,"['sport utility vehicles', 'light utility vehicles', 'off - road vehicles']",SUV (Sport Utility Vehicle),SUV (Sport Utility Vehicle),1,1
misinfomation,1,where was the first cell phone call made?,"['April 3 , 1973']","Martin Cooper made the first cell phone call on April 3, 1973","Martin Cooper made the first cell phone call on April 3, 1973",1,1
misinfomation,1,ben 10 ultimate alien episode 2 season 1?,['Duped'],"""The Big Bang""","""The Big Bang""",0,0
misinfomation,1,who plays connor's mom in madeas christmas?,['Kathy Najimy'],Loretta Devine,Loretta Devine,0,0
misinfomation,1,when was beowulf most likely composed when did it's events probably take place?,"['in the 7th century', '700 -- 1000 AD']","8th century, 5th-6th century.","8th century, 5th or 6th century.",0,0
misinfomation,1,who took the first steps on the moon in 1969?,['Neil Armstrong'],Neil Armstrong.,Neil Armstrong.,1,1
misinfomation,1,who sang it must have been love but its over now?,['Roxette'],Taylor Dayne,Taylor Dayne,0,0
misinfomation,1,who is jack's mother in when calls the heart?,['Charlotte Thornton'],Elizabeth Thatcher,Elizabeth Thatcher,0,0
misinfomation,1,where are the san juan mountains in new mexico?,['northwestern New Mexico'],Northern New Mexico,Northwestern New Mexico.,0,1
misinfomation,1,who was the first territorial governor of oklahoma?,['George Washington Steele'],William H. Murray,William H. Murray,0,0
misinfomation,1,where is the oldest house in america located?,['Taos Pueblo'],"St. Augustine, Florida.","St. Augustine, Florida.",0,0
misinfomation,1,where was the movie silver linings playbook filmed?,"['Lansdowne', 'just outside Philadelphia , Pennsylvania', 'Ridley Park', 'Upper Darby']","Philadelphia, Pennsylvania, and surrounding areas.","Philadelphia, Pennsylvania.",1,0
misinfomation,1,who has the most subscribers in faze clan?,['FaZe Rug'],TimTheTatman,TimTheTatman,0,0
misinfomation,1,where is wind power used most in the united states?,"['Iowa', 'the central plains', 'Texas']",Texas,Texas,1,1
misinfomation,1,who did the dominican republic gain its independence from?,['Haiti'],Spain,Spain,0,0
misinfomation,1,a good that can be used in place of another good?,"['substitute good', 'A substitute good']",Substitute good.,Substitute good.,1,1
misinfomation,1,where are the cones in the eye located?,"['in the retina', 'the retina', 'in the fovea centralis']",Fovea.,Fovea.,0,0
misinfomation,1,when does part 5 of jojo take place?,"['2001', 'The manga begins in 2001']","Part 5 of Jojo's Bizarre Adventure, also known as Golden Wind","Part 5 of Jojo's Bizarre Adventure, also known as Golden Wind",0,0
misinfomation,1,who sang on great gig in the sky?,"['Clare Torry', 'Pink Floyd']",Clare Torry,Richard Wright,1,0
misinfomation,1,where was the movie a walk among the tombstones filmed?,['New York City'],"Toronto, Ontario, Canada.","Toronto, Ontario, Canada.",0,0
misinfomation,1,who was the person who escaped from alcatraz?,"['John Anglin', 'Frank Morris', 'Clarence Anglin']",Frank Morris.,"John Anglin, Frank Morris, and Clarence Anglin.",1,1
misinfomation,1,who is the father of genetics and what did he study?,"['Gregor Mendel', 'pea plants', 'the common edible pea', 'variation in plants', 'Mendel']","Gregor Mendel, the study of inheritance and heredity.","Gregor Mendel, the study of inheritance and heredity.",1,1
misinfomation,1,yo la tengo theres a riot going on release date?,"['March 16 , 2018']","October 30, 1975","December 1, 1975",0,0
misinfomation,1,what is the origin of the name marvin?,"['Welsh', 'the Welsh name Mervyn']","Germanic surname ""Märvin"" or ""Marwin"", derived from ""","The origin of the name Marvin is from the Old English words ""mearc",0,0
misinfomation,1,where do they grow hops in the us?,"['Willamette ( Oregon )', 'Oregon', 'western Canyon County , Idaho', 'Yakima ( Washington )', 'Washington', 'Idaho']","Pacific Northwest, particularly Oregon and Washington.","Pacific Northwest, particularly Oregon and Washington.",0,0
misinfomation,1,which mirror is used in vehicles for rear view?,['rear - view mirror'],Rearview mirror.,Rearview mirror,1,1
misinfomation,1,when were the words under god added to the pledge?,"['1954', 'Flag Day in 1954', 'on Flag Day in 1954']",1954,1954,1,1
misinfomation,1,who's flag is red white and green?,['Hungary'],Italy,Ireland and Pakistan.,0,0
misinfomation,1,most of new zealands land supports which economic activity?,"['Pastoral farming', 'agriculture']",Agriculture.,Agriculture.,1,1
misinfomation,1,who played jennifer in back to the future?,['Claudia Grace Wells'],Elisabeth Shue,Claudia Wells,0,1
misinfomation,1,who did michael showers play on vampire diaries?,['The Man'],Matt Donovan,Matt Donovan,0,0
misinfomation,1,who plays big momma in big mommas house?,"['Martin Lawrence', 'Ella Mitchell']",Martin Lawrence,Martin Lawrence,1,1
misinfomation,1,when was the cleveland browns last winning game?,['2016'],"January 10, 2021","January 3, 2021",0,0
misinfomation,1,who played tom hagon in the godfather series?,['Robert Duvall'],Robert Duvall,Robert Duvall,1,1
misinfomation,1,who scored fastest 10000 runs in test cricket?,"['Kumar Sangakkara', 'Brian Lara', 'Sachin Tendulkar', 'Alastair Cook']",Sachin Tendulkar.,Sachin Tendulkar.,1,1
misinfomation,1,who is doing 2018 super bowl half time show?,['Justin Timberlake'],Justin Timberlake,Justin Timberlake,1,1
misinfomation,1,how many times have the golden state warriors been to the playoffs?,['nine'],67 times,72 times,0,0
misinfomation,1,when was nepal declared a secular state in bs?,"['January 15 , 2007']",1951 BS,1959 BS,0,0
misinfomation,1,who sings song at the end of beauty and the beast?,['Josh Groban'],Celine Dion and Peabo Bryson.,Celine Dion and Peabo Bryson,0,0
misinfomation,1,what is the largest magnitude earthquake that has occurred in the pacific northwest?,['The 1700 Cascadia earthquake'],9.0 (Cascadia earthquake of 1700),The largest magnitude earthquake that has occurred in the Pacific Northwest is the Cascadia earthquake,1,1
misinfomation,1,when did the twenty one pilots hiatus start?,"['July 2017', 'November 2016']",2018,2018,0,0
misinfomation,1,who is the highest paid baseball player in the major leagues?,"['Clayton Kershaw', 'Alex Rodriguez']",Mike Trout.,Mike Trout.,0,0
misinfomation,1,where did the british empire control an entire continent?,['Australia'],Africa.,Africa.,0,0
misinfomation,1,when did the right to buy scheme start?,['1980'],1980,1981,1,0
misinfomation,1,the lowest temperature at which a lubricant will flow is called the?,['pour point'],Pour point.,Pour point.,1,1
misinfomation,1,bosnia and herzegovina croatia macedonia and slovenia all used to be parts of?,['Yugoslavia'],Yugoslavia,Yugoslavia,1,1
misinfomation,1,what channel is celebrity big brother on in the usa?,"['on CBS', 'CBS']",CBS.,CBS.,1,1
misinfomation,1,who was the first baseball player to be featured on a postage stamp?,['Jackie Robinson'],Babe Ruth.,Babe Ruth,0,0
misinfomation,1,who played major hochstetter in hogan's heroes?,['Howard Caine'],Werner Klemperer,Werner Klemperer,0,0
misinfomation,1,where do the phaeacians live in the odyssey?,['Scheria'],Phaeacia.,Phaeacia.,0,0
misinfomation,1,what was the biggest tank in world war 2?,['Panzerkampfwagen VIII Maus'],The Maus.,The Maus.,1,1
misinfomation,1,what city was zeus the patron god of?,"['Elis', 'Olympia']",Olympia,Olympia,1,1
misinfomation,1,how many episodes in 1st season of the crown?,['10'],10,10,1,1
misinfomation,1,distinctive characteristics of animals classified as vertebrates include?,"['have a vertebral column', 'backbones']","A backbone, a skull, and a vertebral column.","A notochord, a dorsal hollow nerve cord, pharyngeal sl",1,0
misinfomation,1,who does brant daugherty play in pretty little liars?,['Noel Kahn'],"Noah ""Puck"" Kahn","Noah ""Puck"" Kahn",0,0
misinfomation,1,the grand tour season 2 episode 2 celebrity guests?,"['Abbie Eaton', 'Brian Wilson', 'Kevin Pietersen', 'Kevin Pietersen , Brian Wilson']","Abbie Eaton, Tom Bradby, and Richard Hammond.","Jamie Oliver, Tom Jones, and Emma Willis.",0,0
misinfomation,1,who won the award for best goalkeeper in football world cup 2006?,['Gianluigi Buffon'],Igor Akinfeev,Iker Casillas.,0,0
misinfomation,1,where did the last name edwards come from?,"['England', 'Wales', 'Scotland']","The surname Edwards is of English and Welsh origin, derived from the Old English words","The surname Edwards is of English and Welsh origin, derived from the Old English words",0,0
misinfomation,1,which country is the last member of saarc?,['Afghanistan'],Afghanistan,Afghanistan,1,1
misinfomation,1,what types of cells go through binary fission?,"['prokaryotic', 'domains of Archaea and Bacteria']",Bacteria and some archaea.,Bacteria and some archaea.,1,1
misinfomation,1,where do the blood vessels that supply the retinal cells lie?,"['The optic nerve', 'optic nerve']",In the optic disc.,In the optic disc.,0,0
misinfomation,1,green algae is an example of which type of reproduction?,"['alternation of generations .', 'alternation of generations']",Alternation of generations.,Alternation of generations.,1,1
misinfomation,1,who did deion sanders go in the hall of fame as?,['Cornerback'],Deion Sanders went into the Hall of Fame as a player.,Deion Sanders went into the Hall of Fame as a player in 2011,0,0
misinfomation,1,when does scully come back in season 2?,"['One Breath', '8']","Episode 10, ""Christmas Carol""","Episode 4: ""Never Have I Ever""",0,0
misinfomation,1,when did the eagles play in the superbowl?,"['February 6 , 2005']","1980, 1981, 1986, 1988,","1980, 1981, 1986, 1988,",0,0
misinfomation,1,when did hollywood video go out of business?,"['2005 .', 'May 2010']",2010,2010,0,0
misinfomation,1,which state was returned to spain after the revolutionary war?,"['Menorca', 'Florida']",Florida,Florida,1,1
misinfomation,1,when will fairy tail final season be released?,['2018'],"The final season of Fairy Tail, also known as Fairy Tail: Final Season,","The final season of Fairy Tail, also known as Fairy Tail: Final Season,",0,0
misinfomation,1,where does the term pop music come from?,['Britain'],"From ""popular music"".","The term ""pop music"" originated in the 1920s in the United",0,0
misinfomation,1,what is the poorest county in the state of florida?,['Union'],Hamilton County.,Hamilton County.,0,0
misinfomation,1,who played the princess in kingsman secret service?,['Hanna Alström'],Sophie Cookson,Candice Swaneepoel,0,0
misinfomation,1,who did the united states win its independence from?,"['Great Britain', 'the British Empire']",Great Britain,Great Britain,1,1
misinfomation,1,where was the u.s.s maine when it exploded in 1898?,['Havana Harbor'],"Havana, Cuba",Havana Harbor,1,1
misinfomation,1,how long do nhl players stay on waivers?,['24 hours'],3-4 days,3-4 days,0,0
misinfomation,1,who wrote song what a friend we have in jesus?,"['Charles Crozat Converse', 'Joseph M. Scriven', 'William Bolcom']",Charles Crozat Converse,Charles Crozat Converse,1,1
misinfomation,1,who plays the dragon queen from game of thrones?,['Emilia Clarke'],Emilia Clarke,Emilia Clarke,1,1
misinfomation,1,who sang i want to be bobbys girl?,['Marcie Blane'],Lesley Gore,Barbara Streisand,0,0
misinfomation,1,india's first arctic research station set up in 2008 what is the name?,['Himadri Station'],Heimdal,Heard Island.,0,0
misinfomation,1,how many ammendments to the constitution have there been?,"['Twenty - seven', 'Thirty - three']",27,27,1,1
misinfomation,1,jharkhand which festival is associated with cattle worship?,['Sohrai'],Rath Yatra,Rath Yatra,0,0
misinfomation,1,which foreign currency option is the​ right but not the​ obligation to buy foreign​ currency?,['foreign exchange option'],Call option.,Call option.,0,0
misinfomation,1,who sings don't take your guns to town?,"['Johnny Cash', 'U2']",Johnny Cash,Johnny Cash,1,1
misinfomation,1,why is the indian ocean the warmest in the world?,['human induced greenhouse warming'],Low salinity and high levels of freshwater input from surrounding landmasses.,Low salinity and high evaporation rates in the Indian Ocean contribute to its warmth,0,0
misinfomation,1,who owns the delano hotel in las vegas?,['MGM Resorts International'],MGM Resorts International.,MGM Resorts International.,1,1
misinfomation,1,what is the most common blood type in sweden?,"['A+', 'AB+']",Type A.,Type A.,0,0
